285 2.181 4.53
286 2.173 4.51
287 2.174 4.51
288 2.175 4.51
289 2.179 4.53
290 2.170 4.50
291 2.187 4.55
292 2.176 4.52
293 2.184 4.54
294 2.169 4.50
295 2.171 4.50
296 2.178 4.52
297 2.186 4.55
298 2.169 4.50
299 2.178 4.52
300 2.179 4.53
301 2.164 4.48
302 2.167 4.49
303 2.169 4.50
304 2.171 4.50
305 2.168 4.50
306 2.170 4.50
307 2.159 4.47
308 2.162 4.48
309 2.161 4.47
310 2.168 4.49
311 2.173 4.51
312 2.162 4.47
313 2.171 4.50
314 2.170 4.50
315 2.159 4.47
316 2.158 4.46
317 2.173 4.51
318 2.142 4.41
319 2.151 4.44
320 2.154 4.45
321 2.168 4.49
322 2.150 4.44
323 2.166 4.49
324 2.153 4.45
325 2.154 4.45
326 2.144 4.42
327 2.144 4.42
328 2.148 4.43
329 2.179 4.53
330 2.155 4.45
331 2.142 4.41
332 2.149 4.44
333 2.156 4.46
334 2.144 4.42
335 2.154 4.45
336 2.154 4.45
337 2.163 4.48
338 2.161 4.47
339 2.147 4.43
340 2.134 4.39
341 2.135 4.39
342 2.142 4.41
343 2.163 4.48
344 2.142 4.42
345 2.145 4.42
346 2.157 4.46
347 2.149 4.43
348 2.144 4.42
349 2.145 4.42
350 2.153 4.45
351 2.154 4.45
352 2.151 4.44
353 2.141 4.41
354 2.137 4.40
355 2.138 4.40
356 2.139 4.40
357 2.143 4.42
358 2.135 4.39
359 2.141 4.41
360 2.145 4.42
361 2.137 4.40
362 2.140 4.41
363 2.130 4.38
364 2.130 4.38
365 2.124 4.36
366 2.129 4.37
367 2.142 4.41
368 2.129 4.37
369 2.136 4.40
370 2.142 4.41
371 2.128 4.37
372 2.126 4.36
373 2.144 4.42
374 2.123 4.36
375 2.135 4.39
376 2.126 4.36
377 2.133 4.39
378 2.131 4.38
379 2.131 4.38
380 2.122 4.35
381 2.120 4.35
382 2.145 4.42
383 2.143 4.42
384 2.124 4.36
385 2.133 4.39
386 2.117 4.34
387 2.150 4.44
388 2.128 4.37
389 2.129 4.37
390 2.143 4.42
391 2.138 4.40
392 2.135 4.39
393 2.130 4.38
394 2.122 4.35
395 2.120 4.35
396 2.112 4.32
397 2.121 4.35
398 2.141 4.41
399 2.125 4.36
400 2.107 4.31
401 2.136 4.39
402 2.124 4.36
403 2.120 4.35
404 2.111 4.32
405 2.123 4.36
406 2.111 4.32
407 2.127 4.37
408 2.138 4.40
409 2.114 4.33
410 2.125 4.36
411 2.127 4.37
412 2.137 4.40
413 2.118 4.34
414 2.108 4.31
415 2.119 4.34
416 2.115 4.33
417 2.120 4.35
418 2.129 4.37
419 2.118 4.34
420 2.103 4.30
421 2.111 4.32
422 2.106 4.31
423 2.109 4.31
424 2.119 4.35
425 2.106 4.30
426 2.122 4.35
427 2.108 4.31
428 2.117 4.34
429 2.120 4.35
430 2.114 4.33
431 2.139 4.40
432 2.122 4.35
433 2.101 4.29
434 2.115 4.33
435 2.092 4.26
436 2.123 4.36
437 2.117 4.34
438 2.103 4.30
439 2.095 4.27
440 2.150 4.44
441 2.110 4.32
442 2.113 4.32
443 2.096 4.27
444 2.104 4.30
445 2.121 4.35
446 2.112 4.32
447 2.123 4.36
448 2.122 4.35
449 2.120 4.35
450 2.109 4.31
451 2.118 4.34
452 2.099 4.28
453 2.102 4.29
454 2.095 4.27
455 2.099 4.28
456 2.103 4.30
457 2.103 4.30
458 2.112 4.32
459 2.091 4.26
460 2.111 4.32
461 2.111 4.32
462 2.106 4.30
463 2.091 4.26
464 2.111 4.32
465 2.086 4.25
466 2.117 4.34
467 2.100 4.29
468 2.100 4.29
469 2.094 4.27
470 2.099 4.28
471 2.126 4.37
472 2.095 4.27
473 2.118 4.34
474 2.109 4.31
475 2.103 4.29
476 2.105 4.30
477 2.091 4.26
478 2.092 4.26
479 2.096 4.27
480 2.096 4.28
481 2.103 4.29
482 2.076 4.22
483 2.094 4.27
484 2.114 4.33
485 2.096 4.27
486 2.124 4.36
487 2.098 4.28
488 2.101 4.29
489 2.087 4.25
490 2.091 4.26
491 2.096 4.28
492 2.092 4.26
493 2.103 4.30
494 2.095 4.27
495 2.090 4.26
496 2.094 4.27
497 2.093 4.27
498 2.095 4.27
499 2.101 4.29
500 2.089 4.25
501 2.088 4.25
502 2.089 4.25
503 2.101 4.29
504 2.111 4.32
505 2.103 4.30
506 2.095 4.27
507 2.097 4.28
508 2.089 4.25
509 2.090 4.26
510 2.102 4.29
511 2.087 4.25
512 2.114 4.33
513 2.097 4.28
514 2.089 4.25
515 2.091 4.26
516 2.101 4.29
517 2.092 4.26
518 2.085 4.24
519 2.078 4.22
520 2.087 4.25
521 2.095 4.27
522 2.091 4.26
523 2.085 4.24
524 2.104 4.30
525 2.105 4.30
526 2.077 4.22
527 2.090 4.26
528 2.095 4.27
529 2.102 4.29
530 2.088 4.25
531 2.081 4.23
532 2.086 4.25
533 2.100 4.29
534 2.089 4.25
535 2.087 4.25
536 2.096 4.27
537 2.075 4.21
538 2.090 4.26
539 2.085 4.24
540 2.083 4.24
541 2.097 4.28
542 2.073 4.21
543 2.094 4.27
544 2.083 4.24
545 2.079 4.22
546 2.067 4.19
547 2.072 4.21
548 2.070 4.20
549 2.100 4.29
550 2.075 4.21
551 2.079 4.23
552 2.082 4.24
553 2.099 4.28
554 2.069 4.20
555 2.074 4.21
556 2.075 4.21
557 2.104 4.30
558 2.092 4.26
559 2.084 4.24
560 2.089 4.26
561 2.089 4.25
562 2.079 4.22
563 2.074 4.21
564 2.091 4.26
565 2.092 4.26
566 2.072 4.21
567 2.083 4.24
568 2.097 4.28
569 2.089 4.25
570 2.090 4.26
571 2.097 4.28
572 2.063 4.18
573 2.086 4.25
574 2.076 4.22
575 2.088 4.25
576 2.093 4.27
577 2.082 4.24
578 2.082 4.23
579 2.069 4.20
580 2.084 4.24
581 2.083 4.24
582 2.072 4.21
583 2.074 4.21
584 2.079 4.23
585 2.070 4.20
586 2.082 4.23
587 2.077 4.22
588 2.096 4.28
589 2.083 4.24
590 2.079 4.23
591 2.076 4.22
592 2.071 4.20
593 2.087 4.25
594 2.064 4.18
595 2.085 4.24
596 2.092 4.26
597 2.080 4.23
598 2.101 4.29
599 2.081 4.23
600 2.082 4.23
601 2.068 4.19
602 2.061 4.17
603 2.086 4.25
604 2.065 4.19
605 2.080 4.23
606 2.070 4.20
607 2.095 4.27
608 2.061 4.17
609 2.078 4.22
610 2.061 4.17
611 2.086 4.25
612 2.064 4.18
613 2.056 4.16
614 2.078 4.22
615 2.090 4.26
616 2.061 4.17
617 2.066 4.19
618 2.062 4.18
619 2.067 4.19
620 2.073 4.21
621 2.074 4.21
622 2.083 4.24
623 2.074 4.21
624 2.077 4.22
625 2.049 4.14
626 2.076 4.22
627 2.085 4.24
628 2.076 4.22
629 2.069 4.20
630 2.063 4.18
631 2.088 4.25
632 2.055 4.15
633 2.066 4.19
634 2.086 4.25
635 2.075 4.21
636 2.063 4.18
637 2.082 4.23
638 2.071 4.20
639 2.084 4.24
640 2.084 4.24
641 2.101 4.29
642 2.052 4.15
643 2.076 4.22
644 2.068 4.19
645 2.073 4.21
646 2.067 4.19
647 2.085 4.24
648 2.085 4.24
649 2.090 4.26
650 2.069 4.19
651 2.067 4.19
652 2.075 4.21
653 2.066 4.19
654 2.049 4.14
655 2.082 4.23
656 2.061 4.17
657 2.067 4.19
658 2.075 4.21
659 2.077 4.22
660 2.065 4.19
661 2.089 4.25
662 2.056 4.16
663 2.064 4.18
664 2.073 4.21
665 2.089 4.25
666 2.082 4.23
667 2.072 4.20
668 2.075 4.21
669 2.061 4.17
670 2.051 4.14
671 2.055 4.16
672 2.072 4.20
673 2.060 4.17
674 2.069 4.20
675 2.043 4.12
676 2.074 4.21
677 2.068 4.19
678 2.077 4.22
679 2.067 4.19
680 2.059 4.17
681 2.073 4.21
682 2.070 4.20
683 2.064 4.18
684 2.076 4.22
685 2.056 4.16
686 2.054 4.15
687 2.045 4.13
688 2.052 4.15
689 2.079 4.23
690 2.068 4.19
691 2.076 4.22
692 2.059 4.17
693 2.061 4.17
694 2.058 4.16
695 2.087 4.25
696 2.057 4.16
697 2.070 4.20
698 2.058 4.17
699 2.063 4.18
700 2.067 4.19
701 2.054 4.15
702 2.049 4.14
703 2.068 4.19
704 2.084 4.24
705 2.063 4.18
706 2.060 4.17
707 2.058 4.17
708 2.052 4.15
709 2.063 4.18
710 2.057 4.16
711 2.059 4.17
712 2.061 4.17
713 2.055 4.15
714 2.050 4.14
715 2.042 4.12
716 2.075 4.21
717 2.058 4.16
718 2.054 4.15
719 2.062 4.18
720 2.076 4.22
721 2.061 4.17
722 2.067 4.19
723 2.054 4.15
724 2.078 4.22
725 2.065 4.18
726 2.051 4.14
727 2.059 4.17
728 2.072 4.21
729 2.065 4.19
730 2.051 4.14
731 2.056 4.16
732 2.067 4.19
733 2.058 4.16
734 2.070 4.20
735 2.057 4.16
736 2.066 4.19
737 2.058 4.16
738 2.073 4.21
739 2.060 4.17
740 2.056 4.16
741 2.056 4.16
742 2.071 4.20
743 2.048 4.13
744 2.066 4.19
745 2.053 4.15
746 2.064 4.18
747 2.058 4.16
748 2.070 4.20
749 2.064 4.18
750 2.069 4.20
751 2.061 4.17
752 2.043 4.12
753 2.057 4.16
754 2.072 4.20
755 2.051 4.14
756 2.067 4.19
757 2.064 4.18
758 2.055 4.16
759 2.036 4.10
760 2.060 4.17
761 2.049 4.14
762 2.055 4.16
763 2.055 4.15
764 2.051 4.15
765 2.059 4.17
766 2.049 4.14
767 2.039 4.11
768 2.055 4.16
769 2.041 4.12
770 2.058 4.16
771 2.061 4.17
772 2.040 4.11
773 2.047 4.13
774 2.065 4.18
775 2.036 4.10
776 2.059 4.17
777 2.065 4.18
778 2.066 4.19
779 2.059 4.17
780 2.036 4.10
781 2.059 4.17
782 2.060 4.17
783 2.037 4.10
784 2.060 4.17
785 2.068 4.19
786 2.068 4.19
787 2.065 4.18
788 2.075 4.21
789 2.052 4.15
790 2.063 4.18
791 2.051 4.15
792 2.050 4.14
793 2.047 4.13
794 2.058 4.17
795 2.047 4.13
796 2.043 4.12
797 2.051 4.14
798 2.058 4.16
799 2.048 4.14
800 2.079 4.23
801 2.057 4.16
802 2.061 4.17
803 2.049 4.14
804 2.038 4.11
805 2.043 4.12
806 2.062 4.18
807 2.043 4.12
808 2.057 4.16
809 2.059 4.17
810 2.040 4.11
811 2.040 4.11
812 2.063 4.18
813 2.056 4.16
814 2.035 4.10
815 2.061 4.17
816 2.058 4.16
817 2.046 4.13
818 2.045 4.13
819 2.046 4.13
820 2.049 4.14
821 2.061 4.17
822 2.042 4.12
823 2.057 4.16
824 2.039 4.11
825 2.056 4.16
826 2.059 4.17
827 2.049 4.14
828 2.061 4.17
829 2.040 4.11
830 2.034 4.10
831 2.059 4.17
832 2.042 4.12
833 2.045 4.13
834 2.062 4.18
835 2.039 4.11
836 2.052 4.15
837 2.077 4.22
838 2.054 4.15
839 2.032 4.09
840 2.037 4.10
841 2.048 4.14
842 2.041 4.11
843 2.041 4.12
844 2.050 4.14
845 2.063 4.18
846 2.048 4.13
847 2.055 4.15
848 2.050 4.14
849 2.045 4.13
850 2.030 4.08
851 2.059 4.17
852 2.068 4.19
853 2.047 4.13
854 2.040 4.11
855 2.048 4.14
856 2.045 4.13
857 2.041 4.11
858 2.039 4.11
859 2.039 4.11
860 2.047 4.13
861 2.060 4.17
862 2.043 4.12
863 2.038 4.11
864 2.048 4.14
865 2.072 4.20
866 2.057 4.16
867 2.054 4.15
868 2.056 4.16
869 2.034 4.10
870 2.039 4.11
871 2.045 4.13
872 2.049 4.14
873 2.048 4.14
874 2.042 4.12
875 2.037 4.10
876 2.033 4.09
877 2.062 4.17
878 2.043 4.12
879 2.036 4.10
880 2.043 4.12
881 2.049 4.14
882 2.042 4.12
883 2.052 4.15
884 2.021 4.06
885 2.047 4.13
886 2.039 4.11
887 2.061 4.17
888 2.032 4.09
889 2.038 4.11
890 2.065 4.18
891 2.036 4.10
892 2.034 4.10
893 2.038 4.11
894 2.033 4.09
895 2.035 4.10
896 2.045 4.13
897 2.040 4.11
898 2.053 4.15
899 2.025 4.07
900 2.054 4.15
901 2.062 4.18
902 2.042 4.12
903 2.038 4.11
904 2.038 4.11
905 2.040 4.11
906 2.033 4.09
907 2.039 4.11
908 2.053 4.15
909 2.055 4.15
910 2.035 4.10
911 2.030 4.08
912 2.042 4.12
913 2.027 4.07
914 2.039 4.11
915 2.032 4.09
916 2.034 4.09
917 2.039 4.11
918 2.050 4.14
919 2.040 4.11
920 2.048 4.14
921 2.050 4.14
922 2.037 4.10
923 2.039 4.11
924 2.039 4.11
925 2.039 4.11
926 2.032 4.09
927 2.037 4.10
928 2.056 4.16
929 2.070 4.20
930 2.054 4.15
931 2.032 4.09
932 2.042 4.12
933 2.027 4.08
934 2.037 4.10
935 2.040 4.11
936 2.038 4.11
937 2.041 4.12
938 2.053 4.15
939 2.050 4.14
940 2.036 4.10
941 2.040 4.11
942 2.051 4.14
943 2.062 4.18
944 2.045 4.13
945 2.033 4.09
946 2.050 4.14
947 2.051 4.14
948 2.038 4.11
949 2.037 4.10
950 2.026 4.07
951 2.045 4.13
952 2.045 4.13
953 2.039 4.11
954 2.030 4.08
955 2.053 4.15
956 2.045 4.13
957 2.042 4.12
958 2.053 4.15
959 2.041 4.12
960 2.033 4.09
961 2.030 4.08
962 2.045 4.13
963 2.033 4.09
964 2.038 4.11
965 2.021 4.06
966 2.062 4.18
967 2.036 4.10
968 2.054 4.15
969 2.034 4.10
970 2.020 4.06
971 2.036 4.10
972 2.037 4.10
973 2.036 4.10
974 2.060 4.17
975 2.038 4.11
976 2.027 4.08
977 2.025 4.07
978 2.037 4.10
979 2.047 4.13
980 2.034 4.09
981 2.047 4.13
982 2.046 4.13
983 2.042 4.12
984 2.034 4.09
985 2.033 4.09
986 2.019 4.05
987 2.068 4.19
988 2.046 4.13
989 2.034 4.10
990 2.043 4.12
991 2.029 4.08
992 2.035 4.10
993 2.030 4.08
994 2.037 4.10
995 2.023 4.06
996 2.049 4.14
997 2.047 4.13
998 2.029 4.08
999 2.032 4.09
1000 2.036 4.10
1001 2.026 4.07
1002 2.037 4.10
1003 2.028 4.08
1004 2.051 4.14
1005 2.047 4.13
1006 2.041 4.11
1007 2.040 4.11
1008 2.033 4.09
1009 2.019 4.05
1010 2.049 4.14
1011 2.033 4.09
1012 2.030 4.08
1013 2.018 4.05
1014 2.038 4.11
1015 2.030 4.08
1016 2.033 4.09
1017 2.028 4.08
1018 2.034 4.10
1019 2.041 4.12
1020 2.038 4.11
1021 2.019 4.05
1022 2.037 4.11
1023 2.037 4.10
1024 2.026 4.07
1025 2.056 4.16
1026 2.032 4.09
1027 2.044 4.12
1028 2.030 4.08
1029 2.038 4.11
1030 2.029 4.08
1031 2.033 4.09
1032 2.051 4.14
1033 2.046 4.13
1034 2.061 4.17
1035 2.052 4.15
1036 2.047 4.13
1037 2.052 4.15
1038 2.030 4.08
1039 2.046 4.13
1040 2.040 4.11
1041 2.041 4.11
1042 2.024 4.07
1043 2.016 4.04
1044 2.034 4.09
1045 2.036 4.10
1046 2.028 4.08
1047 2.021 4.06
1048 2.036 4.10
